province,county,township,name,votes
استان آذربايجان غربي,تكاب,بخش مركزي شهرستان تكاب,ولايتي,1515
استان آذربايجان غربي,تكاب,بخش مركزي شهرستان تكاب,غرضي,337
استان آذربايجان غربي,چالدران,بخش دشتك,روحاني,3259
استان آذربايجان غربي,چالدران,بخش دشتك,قاليباف,647
استان آذربايجان غربي,چالدران,بخش دشتك,رضائي ميرقائد,319
استان آذربايجان غربي,چالدران,بخش دشتك,ولايتي,225
استان آذربايجان غربي,چالدران,بخش دشتك,جليلي,189
استان آذربايجان غربي,چالدران,بخش دشتك,غرضي,43
استان آذربايجان غربي,چالدران,بخش مركزي شهرستان چالدران,روحاني,11986
استان آذربايجان غربي,چالدران,بخش مركزي شهرستان چالدران,قاليباف,3606
استان آذربايجان غربي,چالدران,بخش مركزي شهرستان چالدران,ولايتي,1621
استان آذربايجان غربي,چالدران,بخش مركزي شهرستان چالدران,رضائي ميرقائد,1599
استان آذربايجان غربي,چالدران,بخش مركزي شهرستان چالدران,جليلي,1242
استان آذربايجان غربي,چالدران,بخش مركزي شهرستان چالدران,غرضي,327
استان آذربايجان غربي,چايپاره,بخش حاجيلار,روحاني,2856
استان آذربايجان غربي,چايپاره,بخش حاجيلار,قاليباف,570
استان آذربايجان غربي,چايپاره,بخش حاجيلار,رضائي ميرقائد,432
استان آذربايجان غربي,چايپاره,بخش حاجيلار,جليلي,265
استان آذربايجان غربي,چايپاره,بخش حاجيلار,ولايتي,196
استان آذربايجان غربي,چايپاره,بخش حاجيلار,غرضي,114
استان آذربايجان غربي,چايپاره,بخش مركزي شهرستان چايپاره,روحاني,12955
استان آذربايجان غربي,چايپاره,بخش مركزي شهرستان چايپاره,قاليباف,2393
استان آذربايجان غربي,چايپاره,بخش مركزي شهرستان چايپاره,رضائي ميرقائد,1345
استان آذربايجان غربي,چايپاره,بخش مركزي شهرستان چايپاره,جليلي,1296
استان آذربايجان غربي,چايپاره,بخش مركزي شهرستان چايپاره,ولايتي,837
استان آذربايجان غربي,چايپاره,بخش مركزي شهرستان چايپاره,غرضي,255
استان آذربايجان غربي,خوي,بخش ايواوغلي,روحاني,6726
استان آذربايجان غربي,خوي,بخش ايواوغلي,قاليباف,1008
استان آذربايجان غربي,خوي,بخش ايواوغلي,جليلي,920
استان آذربايجان غربي,خوي,بخش ايواوغلي,رضائي ميرقائد,711
استان آذربايجان غربي,خوي,بخش ايواوغلي,ولايتي,569
استان آذربايجان غربي,خوي,بخش ايواوغلي,غرضي,142
استان آذربايجان غربي,خوي,بخش صفائيه,روحاني,6863
استان آذربايجان غربي,خوي,بخش صفائيه,قاليباف,995
استان آذربايجان غربي,خوي,بخش صفائيه,رضائي ميرقائد,936
استان آذربايجان غربي,خوي,بخش صفائيه,جليلي,884
استان آذربايجان غربي,خوي,بخش صفائيه,ولايتي,316
استان آذربايجان غربي,خوي,بخش صفائيه,غرضي,154
استان آذربايجان غربي,خوي,بخش قطور,روحاني,8263
استان آذربايجان غربي,خوي,بخش قطور,قاليباف,688
استان آذربايجان غربي,خوي,بخش قطور,رضائي ميرقائد,469
استان آذربايجان غربي,خوي,بخش قطور,جليلي,457
استان آذربايجان غربي,خوي,بخش قطور,ولايتي,189
استان آذربايجان غربي,خوي,بخش قطور,غرضي,74
استان آذربايجان غربي,خوي,بخش مركزي شهرستان خوي,روحاني,86337
استان آذربايجان غربي,خوي,بخش مركزي شهرستان خوي,قاليباف,13741
استان آذربايجان غربي,خوي,بخش مركزي شهرستان خوي,جليلي,11707
استان آذربايجان غربي,خوي,بخش مركزي شهرستان خوي,رضائي ميرقائد,11110
استان آذربايجان غربي,خوي,بخش مركزي شهرستان خوي,ولايتي,8653
استان آذربايجان غربي,خوي,بخش مركزي شهرستان خوي,غرضي,1895
استان آذربايجان غربي,سردشت,بخش مركزي شهرستان سردشت,روحاني,25395
استان آذربايجان غربي,سردشت,بخش مركزي شهرستان سردشت,قاليباف,2627
استان آذربايجان غربي,سردشت,بخش مركزي شهرستان سردشت,رضائي ميرقائد,1770
استان آذربايجان غربي,سردشت,بخش مركزي شهرستان سردشت,جليلي,1319
استان آذربايجان غربي,سردشت,بخش مركزي شهرستان سردشت,ولايتي,531
استان آذربايجان غربي,سردشت,بخش مركزي شهرستان سردشت,غرضي,249
استان آذربايجان غربي,سردشت,بخش وزينه,روحاني,10286
استان آذربايجان غربي,سردشت,بخش وزينه,قاليباف,1094
استان آذربايجان غربي,سردشت,بخش وزينه,رضائي ميرقائد,996
استان آذربايجان غربي,سردشت,بخش وزينه,جليلي,759
استان آذربايجان غربي,سردشت,بخش وزينه,ولايتي,152
استان آذربايجان غربي,سردشت,بخش وزينه,غرضي,103
استان آذربايجان غربي,سلماس,بخش كوهسار,روحاني,9254
استان آذربايجان غربي,سلماس,بخش كوهسار,رضائي ميرقائد,1493
استان آذربايجان غربي,سلماس,بخش كوهسار,قاليباف,858
استان آذربايجان غربي,سلماس,بخش كوهسار,جليلي,579
استان آذربايجان غربي,سلماس,بخش كوهسار,ولايتي,356
استان آذربايجان غربي,سلماس,بخش كوهسار,غرضي,79
استان آذربايجان غربي,سلماس,بخش مركزي شهرستان سلماس,روحاني,56538
استان آذربايجان غربي,سلماس,بخش مركزي شهرستان سلماس,قاليباف,9000
استان آذربايجان غربي,سلماس,بخش مركزي شهرستان سلماس,ولايتي,5163
استان آذربايجان غربي,سلماس,بخش مركزي شهرستان سلماس,جليلي,4992
استان آذربايجان غربي,سلماس,بخش مركزي شهرستان سلماس,رضائي ميرقائد,4561
استان آذربايجان غربي,سلماس,بخش مركزي شهرستان سلماس,غرضي,839
استان آذربايجان غربي,شاهين دژ,بخش كشاورز,روحاني,5351
استان آذربايجان غربي,شاهين دژ,بخش كشاورز,رضائي ميرقائد,2117
استان آذربايجان غربي,شاهين دژ,بخش كشاورز,قاليباف,1770
استان آذربايجان غربي,شاهين دژ,بخش كشاورز,جليلي,935
استان آذربايجان غربي,شاهين دژ,بخش كشاورز,ولايتي,516
استان آذربايجان غربي,شاهين دژ,بخش كشاورز,غرضي,148
استان آذربايجان غربي,شاهين دژ,بخش مركزي شهرستان شاهين دژ,روحاني,21243
استان آذربايجان غربي,شاهين دژ,بخش مركزي شهرستان شاهين دژ,قاليباف,4543
استان آذربايجان غربي,شاهين دژ,بخش مركزي شهرستان شاهين دژ,رضائي ميرقائد,3854
استان آذربايجان غربي,شاهين دژ,بخش مركزي شهرستان شاهين دژ,جليلي,2189
استان آذربايجان غربي,شاهين دژ,بخش مركزي شهرستان شاهين دژ,ولايتي,1242
استان آذربايجان غربي,شاهين دژ,بخش مركزي شهرستان شاهين دژ,غرضي,416
استان آذربايجان غربي,شوط,بخش قره قويون,روحاني,5546
استان آذربايجان غربي,شوط,بخش قره قويون,قاليباف,914
استان آذربايجان غربي,شوط,بخش قره قويون,رضائي ميرقائد,524
